Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Battery not Charging,Y,08-02-2023,Incident,  jll hardware issue  laptop battery not charging
AM,M365,United States,Deskside,JLL Teams Audio setting issue w/ Jabra ,Y,23-11-2022,Incident,           jll teams audio setting issue w jabra 
AM,Laptop,United States,Deskside,HARD DOWN Hardware Issue - Laptop Not starting,Y,24-11-2022,Incident,    hard down hardware issue  laptop not starting
EMEA,,Italy,Deskside,Reported Issue - Other / Miscellaneous,Y,25-11-2022,Incident,            reported issue  other  miscellaneous
AM,,United States,Deskside,Karen Purdum - Outlook do not open,Y,23-11-2022,Incident,                karen purdum  outlook do not open
AM,M365,United States,Deskside,Janice Markus - Microsoft Teams - Meeting information missing,Y,25-11-2022,Incident,janice markus  microsoft teams  meeting infor
AM,,United States,Deskside,Adobe Support - Issues,Y,22-11-2022,Incident,                            adobe support  issues
EMEA,,Germany,Deskside,Reported Issue - Office Technology,Y,14-12-2022,Incident,                reported issue  office technology
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,21-11-2022,Incident,                           hardware issue  laptop
AM,Active Directory,United States,Deskside,JLL admin rights Driver pop up ,Y,07-12-2022,Incident,                   jll admin rights driver pop up 
AM,M365,United States,Deskside,JLL Teams - Audio/Mic not recognized,Y,29-11-2022,Incident,              jll teams  audiomic not recognized
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,23-11-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Email,United States,Deskside,Reported Issue - Application - Outlook (desktop),Y,25-11-2022,Incident,  reported issue  application  outlook desktop
AM,,United States,Deskside,Reported Issue - Office Technology,Y,23-11-2022,Incident,                reported issue  office technology
AM,Mobile Device,United States,Deskside,Mobile Phone Issue - Other Issue,Y,22-11-2022,Incident,                  mobile phone issue  other issue
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,29-11-2022,Incident,            reported issue  other  miscellaneous
AM,Laptop,United States,Deskside,BAC   - Hardware Issues - Laptop Performance /  Mouse Issues ,Y,22-11-2022,Incident,bac    hardware issues  laptop performance  
AM,Printer,United States,Deskside,Reported Issue - Hardware - Printer,Y,09-12-2022,Incident,               reported issue  hardware  printer
AM,Network,United States,Deskside,Reported Issue - Network - WiFi,Y,29-11-2022,Incident,                   reported issue  network  wifi
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,25-11-2022,Incident,               hardware issue  laptop performance
AM,,United States,Deskside,not an Issue this is a request Need arms for 2 monitors at the front desk.,Y,25-11-2022,Incident,not an issue this is a request need arms for 2 
AM,Active Directory,United States,Deskside,Reported Issue - Adobe files,Y,23-11-2022,Incident,                      reported issue  adobe files
AM,Email,United States,Deskside,BAC  - Outlook (desktop)  -  It won't open,Y,22-11-2022,Incident,        bac   outlook desktop    it wont open
AM,Access,United States,Deskside,PowerPoint - Access Issues,Y,23-11-2022,Incident,                        powerpoint  access issues
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,22-11-2022,Incident,                           hardware issue  laptop
AM,,United States,Deskside,Peoplesoft - Need to set up David Kirby as a delegate in Peoplesoft,Y,20-12-2022,Incident,peoplesoft  need to set up david kirby as a de
AM,Network,United States,Deskside,Reported Issue - Network - WiFi,Y,25-11-2022,Incident,                   reported issue  network  wifi
AM,Access,United States,Deskside,Reported Issue - Server - Issue with Drive Folder or Access,Y,24-11-2022,Incident,reported issue  server  issue with drive fold
AM,M365,Canada,Deskside,MS Teams Issues,Y,22-11-2022,Incident,                                   ms teams issues
AP,Network,India,Deskside,Network Issues,Y,22-11-2022,Incident,                                    network issues
AM,,United States,Deskside,Drew Frey - Reported Issue - Application - ,Y,25-11-2022,Incident,       drew frey  reported issue  application  
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,22-11-2022,Incident,                           hardware issue  laptop
AM,Laptop,United States,Deskside,Hard down: Hardware Issue - Laptop Not starting - Loaner sent in placed of the other machine. ,Y,24-11-2022,Incident,hard down hardware issue  laptop not starting
AM,Windows / OS,United States,Deskside,Reported Issue - Security - Other,Y,23-11-2022,Incident,                 reported issue  security  other
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,22-11-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop Not starting,Y,23-11-2022,Incident,              hardware issue  laptop not starting
EMEA,Mobile Device,Germany,Deskside,Reported Issue - Hardware - Smartphone_Mobile,Y,24-11-2022,Incident,     reported issue  hardware  smartphone_mobile
AM,Laptop,United States,Deskside,Hard Down / Hardware Issue - Laptop Not starting,Y,12-12-2022,Incident,  hard down  hardware issue  laptop not starting
AM,Access,United States,Deskside,Bluebeam - Access issues,Y,22-11-2022,Incident,                          bluebeam  access issues
AM,Laptop,United States,Deskside,HARDDOWN Battery issues - Laptop,Y,22-11-2022,Incident,                  harddown battery issues  laptop
AM,,,Deskside,ups tower b baie 03 - Investigate why power failed,Y,23-11-2022,Incident,ups tower b baie 03  investigate why power failed
AM,Email,United States,Deskside,Email - Other reported,Y,24-11-2022,Incident,                            email  other reported
AM,Windows / OS,United States,Deskside,useris trying to use the app clickshare to open the PC on her TV but she is unable to use it ,Y,22-11-2022,Incident,useris trying to use the app clickshare to open
AP,Windows / OS,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,23-11-2022,Incident,            reported issue  other  miscellaneous
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,29-11-2022,Incident,              hardware issue  laptop not starting
AP,M365,Malaysia,Deskside,Teams meeting icon,Y,22-11-2022,Incident,                                teams meeting icon
AM,,United States,Deskside,Computer Disabled,Y,29-11-2022,Incident,                                 computer disabled
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,07-12-2022,Incident,        reported issue  hardware  laptop_desktop
AP,Laptop,Philippines,Deskside,Hardware Issue - Laptop - Audio Problem,Y,22-11-2022,Incident,           hardware issue  laptop  audio problem
AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,24-11-2022,Incident,        reported issue  hardware  laptop_desktop
AP,Windows / OS,India,Deskside,Windows Troubleshooting,Y,23-11-2022,Incident,                           windows troubleshooting
AP,Laptop,Malaysia,Deskside,Hardware Issue - Laptop sound not working,Y,24-11-2022,Incident,         hardware issue  laptop sound not working
AP,,Australia,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,26-12-2022,Incident,    application issue  adobe acrobat or nitro pdf
AP,,Australia,Deskside,Reported Issue - Office Technology,Y,28-11-2022,Incident,                reported issue  office technology
AP,,Hong Kong,Deskside,Resolved - [Hing] -  Unable to view the pdf,Y,22-11-2022,Incident,       resolved  hing   unable to view the pdf
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop Not starting,Y,22-11-2022,Incident,              hardware issue  laptop not starting
EMEA,Hardware,Spain,Deskside,Reported Issue - Hardware - Monitor,Y,23-11-2022,Incident,               reported issue  hardware  monitor
AP,Laptop,Hong Kong,Deskside,** URGENT ** Hardware Issue - Laptop,Y,05-12-2022,Incident,               urgent  hardware issue  laptop
EMEA,,United Kingdom,Deskside,Reported Issue - Other / Miscellaneous,Y,01-12-2022,Incident,            reported issue  other  miscellaneous
EMEA,Network,Germany,Deskside,Reported Issue - Network - LAN issue on a Apple MAC - Can work in WIFI but some app fail to work.,Y,28-11-2022,Incident,reported issue  network  lan issue on a apple
AP,Laptop,India,Deskside,Laptop Configuration,Y,29-11-2022,Incident,                              laptop configuration
EMEA,Windows / OS,United Kingdom,Deskside,Chrome Issues,Y,30-11-2022,Incident,                                     chrome issues
EMEA,Laptop,United Kingdom,Deskside,EMEA - Laptop Lost / Stolen HR Business partner engaged and Legal are aware,Y,23-11-2022,Incident,emea  laptop lost  stolen hr business partner
EMEA,Laptop,Italy,Deskside,Hardware Issue - Mac Laptop Locked,Y,23-11-2022,Incident,                hardware issue  mac laptop locked
EMEA,,France,Deskside,Reported Issue - Other / Miscellaneous,Y,29-11-2022,Incident,            reported issue  other  miscellaneous
EMEA,Hardware,United Kingdom,Deskside,Reported Issue - Hardware - Monitor Power Cable Missing - Warwick St,Y,23-11-2022,Incident,reported issue  hardware  monitor power cable
AP,,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,27-11-2022,Incident,            reported issue  other  miscellaneous
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop Not starting no Power (CS0625895),Y,28-12-2022,Incident,hardware issue  laptop not starting no power 
AP,Windows / OS,India,Deskside,Windows configuration,Y,29-11-2022,Incident,                             windows configuration
EMEA,Laptop,United Kingdom,Deskside,Laptop Lost / Stolen,Y,05-12-2022,Incident,                              laptop lost  stolen
EMEA,,Germany,Deskside,Reported Issue - Other / Miscellaneous,Y,24-11-2022,Incident,            reported issue  other  miscellaneous
AM,Windows / OS,Canada,Deskside,Powers Toys - Installation needed ,Y,22-11-2022,Incident,                powers toys  installation needed 
AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,25-11-2022,Incident,                          hardware issue  printer
AP,Email,India,Deskside,Outlook,Y,29-11-2022,Incident,                                           outlook
EMEA,,Poland,Deskside,Reported Issue - Other / Miscellaneous,Y,01-12-2022,Incident,            reported issue  other  miscellaneous
AM,Laptop,United States,Deskside,Brian Rockel - HARD DOWN - Laptop Not starting,Y,25-11-2022,Incident,    brian rockel  hard down  laptop not starting
AM,,United States,Deskside,"detected Frank.Jimenez$ on USJLLL7XJTXD3, executing Robocopy.exe, resulting in a Indicator of Compromise alert",Y,27-11-2022,Incident,detected frankjimenez on usjlll7xjtxd3 execu
AM,Laptop,United States,Deskside,Hard Down / Hardware Issue - Laptop Not starting,Y,22-11-2022,Incident,  hard down  hardware issue  laptop not starting
AP,,India,Deskside,JLL_HP_mouse _Not functioning_15-11-2022,Y,28-11-2022,Incident,          jll_hp_mouse _not functioning_15112022
AP,Windows / OS,India,Deskside,Windows Troubleshooting,Y,11-12-2022,Incident,                           windows troubleshooting
EMEA,Laptop,United Kingdom,Deskside,"Hardware Issue - Laptop keys, one fallen off. No T key on laptop. O key is loose. ",Y,07-12-2022,Incident,hardware issue  laptop keys one fallen off n
EMEA,Windows / OS,United Kingdom,Deskside,Reported Issue - Application - PDF XChange Pro,Y,23-11-2022,Incident,    reported issue  application  pdf xchange pro
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,29-11-2022,Incident,                           hardware issue  laptop
AM,Windows / OS,Canada,Deskside,Software ( Python and Anaconda)   -  Installation / Assistance,Y,22-11-2022,Incident,software  python and anaconda     installati
AM,Network,United States,Deskside,Network Account - Off Network Computer Login Issue,Y,23-11-2022,Incident,network account  off network computer login issue
AM,Hardware,Canada,Deskside,Hardware Issue - Broken Screen,Y,15-12-2022,Incident,                    hardware issue  broken screen
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,25-11-2022,Incident,                           hardware issue  laptop
EMEA,,United Kingdom,Deskside,Reported Issue - Application - Adobe Creative Suite,Y,29-11-2022,Incident,reported issue  application  adobe creative s
AM,Access,Costa Rica,Deskside,App - IT Access - Issue,Y,24-11-2022,Incident,                           app  it access  issue
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Keyboard sticking,Y,28-11-2022,Incident,         hardware issue  laptop keyboard sticking
AM,Active Directory,United States,Deskside,BOX Applicatioon  -  Installation / Admin rights required,Y,24-11-2022,Incident,box applicatioon    installation  admin right
AM,Active Directory,United States,Deskside,Smartview (EPBCS) -  Installation assistance / Admin rights required,Y,22-11-2022,Incident,smartview epbcs   installation assistance  
AM,,United States,Deskside,BAC   - Acrobat Pro DC -  Installation / Assistance,Y,23-11-2022,Incident,bac    acrobat pro dc   installation  assist
AM,Laptop,United States,Deskside,Hardware Issue - The laptop screen has a crack,Y,19-12-2022,Incident,    hardware issue  the laptop screen has a crack
AM,,United States,Deskside,Rob Wells - Outlook issues,Y,25-11-2022,Incident,                        rob wells  outlook issues
AM,Access,United States,Deskside,URGENT - Not able to access outlook in the computer,Y,25-11-2022,Incident,urgent  not able to access outlook in the comp
AM,M365,United States,Deskside,Microsoft Teams -  Teams is repeatedly freezing,Y,06-01-2023,Incident,   microsoft teams   teams is repeatedly freezing
AM,,United States,Deskside,Excel - urgent,Y,22-11-2022,Incident,                                    excel  urgent
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Docking_Station,Y,06-12-2022,Incident,       reported issue  hardware  docking_station
AM,Laptop,United States,Deskside,Hard Down JLL Hardware Issue - Laptop Charging Port Issue,Y,23-11-2022,Incident,hard down jll hardware issue  laptop charging 
AM,Windows / OS,United States,Deskside,Reported Issue - Application - ,Y,23-11-2022,Incident,                   reported issue  application  
AM,Laptop,Canada,Deskside,HARD DOWN - Laptop not starting - ,Y,22-11-2022,Incident,                hard down  laptop not starting  
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,23-11-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Email,United States,Deskside,Outlook (desktop) -  Application issues,Y,21-12-2022,Incident,           outlook desktop   application issues
AM,M365,Canada,Deskside,connect to a live chat agent,Y,08-12-2022,Incident,                      connect to a live chat agent
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Docking_Station,Y,24-11-2022,Incident,       reported issue  hardware  docking_station
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,23-11-2022,Incident,            reported issue  other  miscellaneous
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,23-11-2022,Incident,            reported issue  other  miscellaneous
AM,Laptop,United States,Deskside,Laptop is randomly shutting down during use -  Currently in communication.,Y,25-11-2022,Incident,laptop is randomly shutting down during use   
AM,Email,United States,Deskside,BAC - Outlook (desktop) -  Can't receive or send pictures from email ,Y,03-12-2022,Incident,bac  outlook desktop   cant receive or sen
AM,,United States,Deskside,Reported Issue - Application - Chrome,Y,23-11-2022,Incident,             reported issue  application  chrome
AM,,United States,Deskside,Unable to install application (admin rights required),Y,05-12-2022,Incident,unable to install application admin rights req
AM,M365,United States,Deskside,Outlook - Integrate a 3rd party calendar (Teamsnap) ,Y,05-12-2022,Incident,outlook  integrate a 3rd party calendar teams
AM,Hardware,United States,Deskside,Hardware Issue - Keyboard not connecting,Y,24-11-2022,Incident,          hardware issue  keyboard not connecting
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,23-11-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Laptop,United States,Deskside,Cristina Kramp-Reported Issue - Hardware - Laptop_Desktop,Y,03-12-2022,Incident,cristina krampreported issue  hardware  lapt
AM,,Canada,Deskside,Reported Issue - Security - Other,Y,29-11-2022,Incident,                 reported issue  security  other
AM,Windows / OS,Canada,Deskside,Reported Issue - Other / Miscellaneous,Y,05-12-2022,Incident,            reported issue  other  miscellaneous
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,23-11-2022,Incident,            reported issue  other  miscellaneous
AM,,United States,Deskside,Adobe Acrobat Pro -  Installation / Assistance,Y,23-11-2022,Incident,    adobe acrobat pro   installation  assistance
AM,Laptop,United States,Deskside,BAC - Hardware Issue - Laptop,Y,22-11-2022,Incident,                     bac  hardware issue  laptop
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Other,Y,25-11-2022,Incident,                 reported issue  hardware  other
AM,Laptop,United States,Deskside,URGENT HARD-DOWN: Hardware Issue - Laptop Not starting,Y,24-01-2023,Incident,urgent harddown hardware issue  laptop not s
AM,Printer,United States,Deskside,Reported Issue - Hardware - Printer,Y,25-11-2022,Incident,               reported issue  hardware  printer
AM,,United States,Deskside,Workstation-Door Communication Lost,Y,25-11-2022,Incident,               workstationdoor communication lost
AM,,Canada,Deskside,Reported Issue - Other / Miscellaneous,Y,25-11-2022,Incident,            reported issue  other  miscellaneous
AM,Windows / OS,United States,Deskside,Reported Issue - Office Technology,Y,23-11-2022,Incident,                reported issue  office technology
AM,Access,United States,Deskside,BAC - VPN - BOA Access Issue,Y,19-12-2022,Incident,                      bac  vpn  boa access issue
AP,,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,22-11-2022,Incident,            reported issue  other  miscellaneous
EMEA,Hardware,United Kingdom,Deskside,Hardware Issue - Monitor,Y,30-11-2022,Incident,                          hardware issue  monitor
AM,Windows / OS,United States,Deskside,Sotware issue- Adjusting time issue,Y,22-11-2022,Incident,               sotware issue adjusting time issue
AM,Email,United States,Deskside,Outlook  / Internet -  Connection issues,Y,20-12-2022,Incident,          outlook   internet   connection issues
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,28-12-2022,Incident,        reported issue  hardware  laptop_desktop
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,09-12-2022,Incident,            reported issue  other  miscellaneous
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Battery Issues,Y,03-12-2022,Incident,            hardware issue  laptop battery issues
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,23-11-2022,Incident,        reported issue  hardware  laptop_desktop
AM,,United States,Deskside,Reported Issue - Application - Excel (desktop),Y,23-11-2022,Incident,    reported issue  application  excel desktop
AM,Printer,United States,Deskside,JLL Admin rights  - Printer Scan rights required,Y,24-11-2022,Incident,  jll admin rights   printer scan rights required
AM,,United States,Deskside,user is going to change account as well as pc but wants too back up  one drive and  one note ,Y,23-11-2022,Incident,user is going to change account as well as pc b
AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,15-12-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Active Directory,United States,Deskside,Reported Issue - Application - SnagIT (EMEA),Y,25-11-2022,Incident,      reported issue  application  snagit emea
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop Mouse,Y,27-11-2022,Incident,                     hardware issue  laptop mouse
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,23-11-2022,Incident,            reported issue  other  miscellaneous
AM,Hardware,United States,Deskside,Reported Issue - Hardware -Computer has had continuous hardware / memory issues over the last two weeks.,Y,06-12-2022,Incident,reported issue  hardware computer has had con
AP,Access,Singapore,Deskside,Hardware Issue - Laptop can't access Chrome browser in China,Y,23-11-2022,Incident,hardware issue  laptop cant access chrome bro
AP,Hardware,Hong Kong,Deskside,Hardware Issue - Battery,Y,24-11-2022,Incident,                          hardware issue  battery
AP,,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,16-02-2023,Incident,            reported issue  other  miscellaneous
AP,Printer,China,Deskside,Hardware Issue - Printer,Y,22-11-2022,Incident,                          hardware issue  printer
AP,Hardware,China,Deskside,Hardware Issue - Battery,Y,23-11-2022,Incident,                          hardware issue  battery
AP,Laptop,China,Deskside,Hardware Issue - Laptop,Y,23-11-2022,Incident,                           hardware issue  laptop
AM,,Mexico,Deskside,Exception process - exclusion from USB port encryption,Y,15-12-2022,Incident,exception process  exclusion from usb port enc
AP,Email,India,Deskside,Email Issues,Y,24-11-2022,Incident,                                      email issues
AP,Windows / OS,India,Deskside,Audio/Video system,Y,24-11-2022,Incident,                                audiovideo system
AP,Windows / OS,India,Deskside,Windows Troubleshooting,Y,24-11-2022,Incident,                           windows troubleshooting
AP,Printer,China,Deskside,Can't access Printer Portal,Y,05-12-2022,Incident,                       cant access printer portal
AP,Email,Hong Kong,Deskside,Outlook Connectivity,Y,25-12-2022,Incident,                              outlook connectivity
EMEA,Windows / OS,Poland,Deskside,Reported Issue - Office Technology,Y,23-11-2022,Incident,                reported issue  office technology
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop showing as a blank screen. Loud beeps come from the machine,Y,05-12-2022,Incident,hardware issue  laptop showing as a blank scre
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop screen is completely black,Y,25-11-2022,Incident,hardware issue  laptop screen is completely black
EMEA,Laptop,Italy,Deskside,Hardware Issue - Laptop,Y,28-11-2022,Incident,                           hardware issue  laptop
EMEA,Hardware,Poland,Deskside,Reported Issue - Hardware - charger ,Y,01-12-2022,Incident,              reported issue  hardware  charger 
AP,M365,Hong Kong,Deskside,Resolved - [Karide] - Audio problem for conference call in the meeting room,Y,25-11-2022,Incident,resolved  karide  audio problem for confere
AP,Email,Hong Kong,Deskside,Resolved - [Alex] - Online Archive Outlook Setting,Y,27-11-2022,Incident,resolved  alex  online archive outlook setting
EMEA,,United Kingdom,Deskside,Application Issue - Unable to launch Software Center,Y,06-12-2022,Incident,application issue  unable to launch software c
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop no Power,Y,25-11-2022,Incident,                  hardware issue  laptop no power
AP,Email,Hong Kong,Deskside,IT support | Paul's outlook,Y,28-11-2022,Incident,                       it support  pauls outlook
EMEA,,Spain,Deskside,Reported Issue - Other / Miscellaneous,Y,25-11-2022,Incident,            reported issue  other  miscellaneous
AP,Windows / OS,India,Deskside,Application Issues,Y,24-11-2022,Incident,                                application issues
AM,Laptop,United States,Deskside,Hardware Issue - Laptop - contacted waiting for status update from user. Loaner Shipped,Y,24-11-2022,Incident,hardware issue  laptop  contacted waiting for
EMEA,,Germany,Deskside,Reported Issue - Other / Miscellaneous,Y,06-12-2022,Incident,            reported issue  other  miscellaneous
EMEA,Access,United Kingdom,Deskside,Hardware Issue - Accessories - Mouse / Trackpad,Y,30-11-2022,Incident,   hardware issue  accessories  mouse  trackpad
AM,Windows / OS,United States,Deskside,Windows 10  -  Local disc drive is almost at capacity.,Y,23-11-2022,Incident,windows 10    local disc drive is almost at ca
AP,Network,,Deskside,Network Issues,Y,28-11-2022,Incident,                                    network issues
EMEA,Laptop,Poland,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,01-12-2022,Incident,        reported issue  hardware  laptop_desktop
EMEA,Laptop,France,Deskside,Hardware Issue - Laptop Not starting,Y,29-11-2022,Incident,              hardware issue  laptop not starting
EMEA,Windows / OS,Israel,Deskside,Reported Issue - Application - ,Y,24-11-2022,Incident,                   reported issue  application  
EMEA,Laptop,United Kingdom,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,05-12-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Hardware,United States,Deskside,Hardware - Workstation 14RR06 needs a replacement charger as the current one is frayed,Y,24-11-2022,Incident,hardware  workstation 14rr06 needs a replaceme
EMEA,,Spain,Deskside,Reported Issue - Other / Miscellaneous,Y,24-11-2022,Incident,            reported issue  other  miscellaneous
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,24-11-2022,Incident,            reported issue  other  miscellaneous
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,29-12-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Hardware,United States,Deskside,Hardware / Software  - A dozen JLL backgrounds have disappeared from the computer,Y,24-11-2022,Incident,hardware  software   a dozen jll backgrounds 
AM,Network,United States,Deskside,Network Account - Repeated Lockouts/Looping Login,Y,23-11-2022,Incident, network account  repeated lockoutslooping login
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,28-11-2022,Incident,            reported issue  other  miscellaneous
AM,Network,Canada,Deskside,Network account - Computer Sync,Y,29-11-2022,Incident,                   network account  computer sync
AM,,United States,Deskside,Darlene Larson-Adobe  Acrobat Standard DC - Yardi Files Issue,Y,06-12-2022,Incident,darlene larsonadobe  acrobat standard dc  yar
EMEA,,United Kingdom,Deskside,Reported Issue - Security - Suspicious Activity,Y,05-12-2022,Incident,   reported issue  security  suspicious activity
AM,,United States,Deskside,Reported Issue - Application - Excel (desktop),Y,24-11-2022,Incident,    reported issue  application  excel desktop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Battery / Fan issues,Y,06-12-2022,Incident,      hardware issue  laptop battery  fan issues
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,16-12-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Issues,Y,14-02-2023,Incident,                    hardware issue  laptop issues
AM,Laptop,United States,Deskside,Hard Down / Hardware Issue - Laptop Not starting,Y,07-12-2022,Incident,  hard down  hardware issue  laptop not starting
AM,,United States,Deskside,Not able to connect to the internet in the office,Y,28-11-2022,Incident, not able to connect to the internet in the office
AM,Network,United States,Deskside,BAC - HARD DOWN -  Network Account - Off Network Computer Login Issue,Y,24-11-2022,Incident,bac  hard down   network account  off networ
AM,Laptop,Canada,Deskside,HARD DOWN - Laptop do not detect the battery - URGENT ,Y,29-11-2022,Incident,hard down  laptop do not detect the battery  
AM,Email,Costa Rica,Deskside,App - Outlook - Issue,Y,16-12-2022,Incident,                             app  outlook  issue
AM,,United States,Deskside,Message Asking for admin rigths ,Y,25-11-2022,Incident,                  message asking for admin rigths 
AM,Access,United States,Deskside,BAC - WebEx Meetings - Access Errors,Y,24-11-2022,Incident,              bac  webex meetings  access errors
AM,,United States,Deskside,Charger Issues,Y,06-12-2022,Incident,                                    charger issues
AM,,United States,Deskside,Outlook - Not connecting,Y,23-11-2022,Incident,                          outlook  not connecting
AM,Windows / OS,United States,Deskside,Local Admin Rights - Unable to install applications,Y,25-11-2022,Incident,local admin rights  unable to install applicat
AM,Email,United States,Deskside,Reported Issue - Application - Outlook (desktop),Y,28-11-2022,Incident,  reported issue  application  outlook desktop
AM,,United States,Deskside,Michelle Ayala2 - Adobe Creative Cloud Suite - Installation Issues.,Y,25-11-2022,Incident,michelle ayala2  adobe creative cloud suite  
AM,Laptop,United States,Deskside,Alma Adams - Laptop Refresh Request - (Service Tag: FYLL5M3),Y,14-12-2022,Incident,alma adams  laptop refresh request  service 
AM,Network,United States,Deskside,URGENT! HARD DOWN - Network Account â€“ Computer Sync ,Y,23-11-2022,Incident,urgent hard down  network account â compute
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,24-11-2022,Incident,            reported issue  other  miscellaneous
AM,,United States,Deskside,AWS - Application Issues,Y,25-11-2022,Incident,                          aws  application issues
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,25-11-2022,Incident,            reported issue  other  miscellaneous
AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery issues,Y,24-11-2022,Incident,            hardware issue  laptop battery issues
AM,,United States,Deskside,BAC - Acrobat Standard DC  / Installation / Assistance,Y,09-12-2022,Incident,bac  acrobat standard dc   installation  ass
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function,Y,05-12-2022,Incident,reported issue  application  microsoft teams 
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,12-12-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Laptop,Canada,Deskside, Hardware - Laptop USB C port issues,Y,12-01-2023,Incident,               hardware  laptop usb c port issues
AM,Windows / OS,United States,Deskside,Local Admin Rights - Unable to install applications,Y,23-11-2022,Incident,local admin rights  unable to install applicat
AM,Windows / OS,United States,Deskside,Local Admin Rights - Unable to install applications,Y,05-12-2022,Incident,local admin rights  unable to install applicat
AM,Hardware,Canada,Deskside,Hardware Issue - Headset not working,Y,25-11-2022,Incident,              hardware issue  headset not working
AM,,United States,Deskside,Adobe Acrobat Pro - Storage policy blocked,Y,25-11-2022,Incident,        adobe acrobat pro  storage policy blocked
AM,Laptop,United States,Deskside,Hardware Issue - Laptop constantly sending an USB notification / Unable to closed the notification,Y,06-12-2022,Incident,hardware issue  laptop constantly sending an u
AM,Windows / OS,United States,Deskside,Admin rights - Pulse secure installation ,Y,25-11-2022,Incident,         admin rights  pulse secure installation 
AM,Laptop,United States,Deskside,Hardware Issue - Laptop keyboard replacement.,Y,12-12-2022,Incident,     hardware issue  laptop keyboard replacement
